id,is_angin_topan,is_banjir,is_erupsi,is_gempa,is_karhutla,is_kekeringan,is_longsor,is_tsunami,multilabel
gempa_0334,0,0,0,0,0,0,0,0,0
longsor_0930,0,0,0,0,0,0,0,0,0
kekeringan_0132,0,0,0,0,0,1,0,0,4
banjir_1028,0,0,0,0,0,0,0,0,0
erupsi_0358,0,0,0,0,0,0,0,0,0
karhutla_0954,0,0,0,0,0,0,0,0,0
karhutla_0007,0,0,0,0,0,0,0,0,0
gempa_0809,0,0,0,0,0,0,0,0,0
erupsi_0898,0,0,0,0,0,0,0,0,0
angin_topan_0199,0,0,0,0,0,0,0,0,0
longsor_0378,0,1,0,0,0,0,0,0,64
gempa_0615,0,0,0,0,0,0,0,0,0
angin_topan_0202,0,0,0,0,0,0,0,0,0
kekeringan_0202,0,0,0,0,0,0,0,0,0
banjir_0988,0,1,0,0,0,0,0,0,64
angin_topan_0371,0,0,0,0,0,0,0,0,0
angin_topan_0782,0,0,0,0,0,0,0,0,0
longsor_0624,0,0,0,0,0,0,0,0,0
karhutla_0530,0,0,0,0,0,0,0,0,0
longsor_0675,0,0,0,0,0,0,1,0,2
longsor_0247,0,0,0,0,0,0,0,0,0
erupsi_0703,0,0,0,0,0,0,0,0,0
banjir_0984,0,0,0,0,0,0,0,0,0
kekeringan_0525,0,0,0,0,0,0,0,0,0
erupsi_0300,0,0,0,0,0,0,0,0,0
kekeringan_0091,0,0,0,0,0,0,0,0,0
karhutla_0729,0,0,0,0,1,0,0,0,8
longsor_0623,0,0,0,0,0,0,0,0,0
angin_topan_0810,0,0,0,0,0,0,0,0,0
longsor_0757,0,0,0,0,0,0,0,0,0
tsunami_0286,0,0,0,0,0,0,0,1,1
angin_topan_0363,0,0,0,0,0,0,0,0,0
gempa_0730,0,0,0,0,0,0,0,0,0
kekeringan_0275,0,0,0,0,0,0,0,0,0
angin_topan_0700,0,0,0,0,0,0,0,0,0
kekeringan_0445,0,0,0,0,0,0,0,0,0
angin_topan_0462,0,0,0,0,0,0,0,0,0
longsor_0874,0,1,0,0,0,0,1,0,66
erupsi_0890,0,0,0,0,0,0,0,0,0
karhutla_0583,0,0,0,0,1,0,0,0,8
gempa_0717,0,0,0,0,0,0,0,0,0
karhutla_0882,0,0,0,0,0,0,0,0,0
angin_topan_0129,0,0,0,0,0,0,0,0,0
karhutla_0645,0,0,0,0,0,0,0,0,0
tsunami_0754,0,0,0,0,0,0,0,0,0
kekeringan_0856,0,0,0,0,0,0,0,0,0
angin_topan_0275,1,0,0,0,0,0,0,0,128
longsor_0574,0,1,0,0,0,0,0,0,64
kekeringan_0466,0,0,0,0,0,1,0,0,4
gempa_1025,0,0,0,0,0,0,0,0,0
banjir_0892,0,1,0,0,0,0,1,0,66
erupsi_0607,0,0,0,0,0,0,0,0,0
erupsi_0892,0,0,0,0,0,0,0,0,0
longsor_0121,0,1,0,0,0,0,0,0,64
tsunami_0175,0,0,0,0,0,0,0,1,1
erupsi_0584,0,0,0,0,0,0,0,0,0
gempa_0477,0,0,1,0,0,0,0,0,32
erupsi_0267,0,0,1,0,0,0,0,0,32
erupsi_0606,0,0,0,1,0,0,0,0,16
angin_topan_0771,0,0,0,0,0,0,0,0,0
gempa_0753,0,0,0,0,0,0,0,0,0
longsor_0569,0,0,0,0,0,0,0,0,0
karhutla_0813,0,0,0,0,1,0,0,0,8
angin_topan_1044,0,0,0,0,0,0,0,0,0
erupsi_0268,0,0,0,0,0,0,0,0,0
gempa_0158,0,0,0,0,0,0,0,0,0
tsunami_0945,0,0,0,1,0,0,0,0,16
karhutla_0023,0,0,0,0,0,0,0,0,0
gempa_0039,0,0,0,0,0,0,0,0,0
banjir_0739,0,0,0,0,0,0,0,0,0
kekeringan_0717,0,0,0,0,0,0,0,0,0
angin_topan_0482,0,0,0,0,0,0,0,0,0
erupsi_0653,0,0,0,0,0,0,0,0,0
erupsi_0475,0,0,0,0,0,0,0,0,0
karhutla_1012,0,0,0,0,1,0,1,0,10
tsunami_1052,0,0,0,0,0,0,0,0,0
tsunami_0649,0,0,0,1,0,0,0,0,16
angin_topan_0928,0,0,0,0,0,0,0,0,0
gempa_0797,0,0,0,1,0,0,0,0,16
banjir_0817,0,1,0,0,0,0,0,0,64
angin_topan_0167,0,0,0,0,0,0,0,0,0
kekeringan_0462,0,0,0,0,0,0,0,0,0
erupsi_0487,0,0,0,0,0,0,0,0,0
angin_topan_0801,0,0,0,0,0,0,0,0,0
tsunami_0986,0,0,0,0,0,0,0,0,0
banjir_1216,0,0,0,0,0,0,0,0,0
gempa_0719,0,0,0,0,0,0,0,0,0
karhutla_1109,0,0,0,0,0,0,0,0,0
gempa_0428,0,0,0,0,0,0,0,0,0
banjir_0112,0,0,0,0,0,0,0,0,0
angin_topan_0059,0,0,0,0,0,0,0,0,0
erupsi_0724,0,0,0,0,0,0,0,0,0
angin_topan_0668,0,0,0,0,0,0,0,0,0
gempa_1027,0,0,0,0,0,0,0,0,0
banjir_0953,0,0,0,0,0,0,0,0,0
angin_topan_0577,0,0,0,0,0,0,0,0,0
kekeringan_0307,0,0,0,0,0,0,0,0,0
banjir_1147,0,0,0,0,0,0,0,0,0
karhutla_0600,0,0,0,0,1,0,0,0,8
karhutla_0607,0,0,0,0,1,0,0,0,8
longsor_0317,0,0,0,0,0,0,1,0,2
banjir_0525,0,0,0,0,0,0,0,0,0
banjir_0773,0,0,0,0,0,0,0,0,0
banjir_1055,0,1,0,0,0,0,0,0,64
banjir_0678,0,1,0,0,0,0,0,0,64
kekeringan_0759,0,0,0,0,0,0,0,0,0
kekeringan_0683,0,0,0,0,0,1,0,0,4
angin_topan_0650,0,0,0,0,0,0,0,0,0
karhutla_0824,0,0,0,0,0,0,0,0,0
banjir_0267,0,0,0,0,0,0,0,0,0
banjir_1196,0,0,0,0,0,0,0,0,0
tsunami_1118,0,0,0,0,0,0,0,1,1
longsor_0468,0,0,0,0,0,0,0,0,0
erupsi_1022,0,0,0,0,0,0,0,0,0
karhutla_0925,0,0,0,0,1,0,0,0,8
kekeringan_0661,0,0,0,0,0,0,0,0,0
erupsi_0605,0,0,0,0,0,0,0,0,0
tsunami_0448,0,0,0,0,0,0,0,0,0
longsor_0921,0,0,0,0,0,0,1,0,2
banjir_0062,0,0,0,0,0,0,0,0,0
gempa_0257,0,0,0,1,0,0,0,0,16
banjir_0351,0,0,0,0,0,0,0,0,0
karhutla_0991,0,0,0,0,1,0,0,0,8
longsor_0955,0,1,0,0,0,0,0,0,64
karhutla_0966,0,0,0,0,0,0,0,0,0
gempa_1069,0,0,0,0,0,0,0,0,0
longsor_1095,0,0,0,0,0,0,0,0,0
angin_topan_1061,0,0,0,0,0,0,0,0,0
banjir_0508,0,0,0,0,0,0,0,0,0
karhutla_0067,0,0,0,0,0,0,0,0,0
erupsi_0147,0,0,0,0,0,0,0,1,1
erupsi_0675,0,0,0,0,0,0,0,0,0
erupsi_0390,0,0,0,0,0,0,0,0,0
kekeringan_0637,0,0,0,0,0,0,0,0,0
gempa_0369,0,0,0,0,0,0,0,0,0
erupsi_0845,0,0,0,0,0,0,0,0,0
angin_topan_1098,0,0,0,0,0,0,0,0,0
longsor_0937,0,0,0,0,0,0,0,0,0
banjir_1189,0,0,0,0,0,0,0,0,0
banjir_0785,0,0,0,0,0,0,0,0,0
gempa_0629,0,0,0,1,0,0,0,0,16
gempa_0133,0,0,0,0,0,0,0,0,0
banjir_0861,0,1,0,0,0,0,0,0,64
kekeringan_0575,0,0,0,0,0,0,0,0,0
kekeringan_0400,0,0,0,0,0,1,0,0,4
gempa_0666,0,0,0,0,0,0,0,0,0
tsunami_0097,0,0,1,0,0,0,0,1,33
angin_topan_1013,0,0,0,0,0,0,0,0,0
tsunami_0968,0,0,0,0,0,0,0,0,0
gempa_1015,0,0,0,0,0,0,0,0,0
banjir_0015,0,1,0,0,0,0,0,0,64
tsunami_1063,0,0,0,0,0,0,0,0,0
banjir_0881,0,0,0,0,0,0,0,0,0
tsunami_0506,0,0,0,1,0,0,0,0,16
banjir_0042,0,0,0,0,0,0,0,0,0
banjir_0484,0,0,0,0,0,0,0,0,0
kekeringan_0966,0,0,0,0,0,1,0,0,4
angin_topan_0637,0,0,0,0,0,0,0,0,0
longsor_0214,0,0,0,0,0,0,1,0,2
tsunami_0703,0,0,0,1,0,0,0,0,16
tsunami_0692,0,0,0,0,0,0,0,0,0
tsunami_1113,0,0,0,0,0,0,0,1,1
tsunami_0177,0,0,0,1,0,0,0,0,16
erupsi_0089,0,0,0,0,0,0,0,0,0
angin_topan_1165,0,0,0,0,0,0,0,0,0
kekeringan_0890,0,0,0,0,0,0,0,0,0
banjir_0960,0,0,0,0,0,0,0,0,0
kekeringan_1081,0,0,0,0,0,0,0,0,0
kekeringan_0297,0,0,0,0,0,1,0,0,4
kekeringan_0441,0,0,0,0,0,0,0,0,0
longsor_0913,0,0,0,0,0,0,0,0,0
kekeringan_0064,0,0,0,0,0,0,0,0,0
karhutla_0051,0,0,0,0,1,0,0,0,8
tsunami_0436,0,0,0,1,0,0,0,1,17
gempa_0255,0,0,0,1,0,0,0,0,16
banjir_0804,0,1,0,0,0,0,0,0,64
longsor_1207,0,0,0,0,0,0,0,0,0
longsor_0718,0,1,0,0,0,0,1,0,66
banjir_0128,0,0,0,0,0,0,0,0,0
angin_topan_0157,0,0,0,0,0,0,0,0,0
tsunami_1098,0,0,1,0,0,0,0,0,32
angin_topan_1172,0,0,0,0,0,0,0,0,0
kekeringan_0829,0,0,0,0,0,1,0,0,4
kekeringan_0063,0,0,0,0,0,1,0,0,4
karhutla_0799,0,0,0,0,0,0,0,0,0
kekeringan_0284,0,0,0,0,0,0,0,0,0
banjir_0332,0,0,0,0,0,0,0,0,0
karhutla_0240,0,0,0,0,1,0,0,0,8
erupsi_0010,0,0,0,0,0,0,0,0,0
banjir_1209,0,1,0,0,0,0,0,0,64
gempa_1099,0,0,0,1,0,0,0,0,16
longsor_0474,0,0,0,0,0,0,0,0,0
banjir_0850,0,1,0,0,0,0,0,0,64
kekeringan_0402,0,0,0,0,0,0,0,0,0
angin_topan_0978,0,0,0,0,1,0,0,0,8
karhutla_0808,0,0,0,0,0,0,0,0,0
longsor_0296,0,0,0,0,0,0,0,0,0
erupsi_0161,0,0,0,0,0,0,0,0,0
kekeringan_0958,0,0,0,0,0,1,0,0,4
kekeringan_1037,0,0,0,0,0,0,0,0,0
tsunami_1035,0,0,0,1,0,0,0,0,16
angin_topan_0866,0,1,0,0,0,0,0,0,64
tsunami_0417,0,0,0,0,0,0,0,1,1
tsunami_0444,0,0,1,0,0,0,0,1,33
tsunami_0542,0,0,0,0,0,0,0,0,0
kekeringan_0422,0,0,0,0,0,0,0,0,0
gempa_0873,0,0,0,0,0,0,0,0,0
kekeringan_0469,0,0,0,0,0,0,0,0,0
banjir_0397,0,1,0,0,0,0,0,0,64
angin_topan_0862,0,0,0,0,0,0,0,0,0
kekeringan_0597,0,0,0,0,0,0,0,0,0
banjir_0433,0,0,0,0,0,0,0,0,0
longsor_0315,0,0,0,0,0,0,1,0,2
longsor_1184,0,0,0,0,0,0,0,0,0
angin_topan_0473,0,0,0,0,0,0,0,0,0
erupsi_0669,0,0,0,0,0,0,0,0,0
gempa_0180,0,0,0,0,0,0,0,0,0
angin_topan_1053,0,0,0,0,0,0,0,0,0
erupsi_0020,0,0,0,0,0,0,0,0,0
angin_topan_0391,0,0,0,0,0,0,0,0,0
longsor_0465,0,0,0,1,0,0,0,0,16
angin_topan_0431,0,0,0,0,0,0,0,0,0
banjir_0352,0,0,0,0,0,0,0,0,0
kekeringan_0697,0,0,0,0,0,0,0,0,0
erupsi_0517,0,0,0,0,0,0,0,0,0
karhutla_0753,0,0,0,0,1,0,0,0,8
longsor_0586,0,1,0,0,0,0,0,0,64
angin_topan_0735,0,0,0,0,0,0,0,0,0
tsunami_0308,0,0,0,0,0,0,0,0,0
angin_topan_0886,0,0,0,0,0,0,0,0,0
longsor_0139,0,0,0,0,0,0,1,0,2
angin_topan_0476,0,0,0,0,0,0,0,0,0
kekeringan_0186,0,0,0,0,0,0,0,0,0
kekeringan_0854,0,0,0,0,0,0,0,0,0
longsor_0895,0,0,0,0,0,0,0,0,0
karhutla_0084,0,0,0,0,0,0,0,0,0
karhutla_0253,0,0,0,0,0,0,0,0,0
tsunami_0086,0,0,0,1,0,0,0,0,16
gempa_1194,0,0,0,0,0,0,0,0,0
karhutla_0889,0,0,0,0,0,0,0,0,0
tsunami_0529,0,0,0,0,0,0,0,0,0
erupsi_0853,0,0,1,0,0,0,0,0,32
kekeringan_1070,0,0,0,0,0,0,0,0,0
erupsi_0667,0,0,0,0,0,0,0,0,0
longsor_0523,0,0,0,0,0,0,1,0,2
